bestFSAccuracy,NoOfAttributes,bestSelect
0.9736686849868033,13,4 21 9 13 24 19 26 5 11 1 18 3 8 
0.9736531594472908,14,19 3 26 15 21 13 7 18 9 4 17 1 14 29 
0.9771774569166279,13,29 17 21 8 11 26 9 4 24 1 14 28 23 
0.9771774569166279,14,21 19 4 23 24 1 11 7 16 12 9 28 18 26 
0.9754230709517155,17,17 3 16 9 1 14 28 21 4 19 10 24 18 26 11 15 8 
