bestFSAccuracy,NoOfAttributes,bestSelect
0.9809329877823029,21,20 29 18 30 16 33 15 6 27 7 21 2 25 4 14 24 22 1 5 19 23 
0.9781932617549056,20,18 6 3 4 27 22 25 31 20 17 14 29 0 28 16 10 23 33 8 24 
0.9781932617549056,20,29 9 30 3 20 6 15 8 27 1 4 22 25 14 26 28 32 33 16 12 
0.9754535357275083,20,3 17 33 8 4 14 26 30 16 1 27 25 6 20 0 24 18 5 12 21 
0.9781562384302112,21,6 11 27 1 4 22 25 5 14 9 30 7 15 29 21 23 31 3 19 13 10 
